sale_id,sale_date,customer_name,email,region_name,product_name,category,quantity,sale_amount
687,2023-09-27,Simran Patel,simran.patel@example.com,North,Laptop,Electronics,5,375000.0
691,2023-01-04,Sneha Iyer,sneha.iyer@example.com,North,Laptop,Electronics,2,150000.0
728,2023-06-29,Priya Patel,priya.patel@example.com,North,Laptop,Electronics,5,375000.0
843,2024-09-08,Neha Singh,neha.singh@example.com,North,Laptop,Electronics,1,75000.0
895,2023-12-22,Rahul Sharma,rahul.sharma@example.com,North,Laptop,Electronics,4,300000.0
984,2023-02-26,Amit Singh,amit.singh@example.com,North,Laptop,Electronics,3,225000.0
70,2024-03-26,Priya Reddy,priya.reddy@example.com,Central,Mobile Phone,Electronics,5,125000.0
98,2023-06-07,Rahul Sharma,rahul.sharma@example.com,Central,Mobile Phone,Electronics,4,100000.0
225,2024-03-13,Pooja Chopra,pooja.chopra@example.com,Central,Mobile Phone,Electronics,3,75000.0
262,2024-11-15,Ravi Iyer,ravi.iyer@example.com,Central,Mobile Phone,Electronics,4,100000.0
296,2024-01-05,Neha Reddy,neha.reddy@example.com,Central,Mobile Phone,Electronics,2,50000.0
342,2024-02-16,Neha Reddy,neha.reddy@example.com,Central,Mobile Phone,Electronics,1,25000.0
372,2023-09-27,Neha Singh,neha.singh@example.com,Central,Mobile Phone,Electronics,4,100000.0
380,2024-08-16,Neha Chopra,neha.chopra@example.com,Central,Mobile Phone,Electronics,5,125000.0
469,2024-05-13,Neha Sharma,neha.sharma@example.com,Central,Mobile Phone,Electronics,2,50000.0
523,2024-12-18,Simran Mehta,simran.mehta@example.com,Central,Mobile Phone,Electronics,4,100000.0
537,2023-12-24,Neha Reddy,neha.reddy@example.com,Central,Mobile Phone,Electronics,1,25000.0
621,2023-02-07,Amit Gupta,amit.gupta@example.com,Central,Mobile Phone,Electronics,3,75000.0
659,2024-03-14,Karan Singh,karan.singh@example.com,Central,Mobile Phone,Electronics,3,75000.0
666,2023-03-03,Neha Sharma,neha.sharma@example.com,Central,Mobile Phone,Electronics,4,100000.0
677,2023-11-19,Simran Reddy,simran.reddy@example.com,Central,Mobile Phone,Electronics,1,25000.0
730,2024-01-21,Neha Verma,neha.verma@example.com,Central,Mobile Phone,Electronics,3,75000.0
791,2023-01-10,Amit Kumar,amit.kumar@example.com,Central,Mobile Phone,Electronics,5,125000.0
856,2023-08-25,Sneha Chopra,sneha.chopra@example.com,Central,Mobile Phone,Electronics,3,75000.0
894,2023-11-07,Arjun Kumar,arjun.kumar@example.com,Central,Mobile Phone,Electronics,5,125000.0
907,2024-09-24,Arjun Singh,arjun.singh@example.com,Central,Mobile Phone,Electronics,3,75000.0
961,2023-08-07,Rahul Reddy,rahul.reddy@example.com,Central,Mobile Phone,Electronics,3,75000.0
2,2024-04-22,Rahul Gupta,rahul.gupta@example.com,West,Mobile Phone,Electronics,20,50000.0
26,2023-03-22,Arjun Verma,arjun.verma@example.com,West,Mobile Phone,Electronics,5,125000.0
39,2024-06-19,Pooja Chopra,pooja.chopra@example.com,West,Mobile Phone,Electronics,2,50000.0
163,2024-07-17,Pooja Reddy,pooja.reddy@example.com,West,Mobile Phone,Electronics,4,100000.0
234,2024-09-15,Arjun Chopra,arjun.chopra@example.com,West,Mobile Phone,Electronics,2,50000.0
266,2024-01-04,Ravi Chopra,ravi.chopra@example.com,West,Mobile Phone,Electronics,1,25000.0
273,2023-01-02,Karan Singh,karan.singh@example.com,West,Mobile Phone,Electronics,3,75000.0
294,2024-06-11,Arjun Chopra,arjun.chopra@example.com,West,Mobile Phone,Electronics,4,100000.0
311,2023-12-28,Priya Patel,priya.patel@example.com,West,Mobile Phone,Electronics,4,100000.0
329,2024-03-04,Pooja Chopra,pooja.chopra@example.com,West,Mobile Phone,Electronics,5,125000.0
363,2024-01-30,Amit Iyer,amit.iyer@example.com,West,Mobile Phone,Electronics,5,125000.0
392,2024-10-02,Neha Iyer,neha.iyer@example.com,West,Mobile Phone,Electronics,1,25000.0
432,2023-03-03,Neha Sharma,neha.sharma@example.com,West,Mobile Phone,Electronics,1,25000.0
442,2023-10-14,Amit Gupta,amit.gupta@example.com,West,Mobile Phone,Electronics,2,50000.0
493,2024-01-26,Rahul Gupta,rahul.gupta@example.com,West,Mobile Phone,Electronics,3,75000.0
514,2024-07-20,Priya Iyer,priya.iyer@example.com,West,Mobile Phone,Electronics,3,75000.0
515,2023-01-13,Neha Reddy,neha.reddy@example.com,West,Mobile Phone,Electronics,2,50000.0
526,2024-04-17,Arjun Chopra,arjun.chopra@example.com,West,Mobile Phone,Electronics,2,50000.0
550,2023-08-05,Arjun Gupta,arjun.gupta@example.com,West,Mobile Phone,Electronics,4,100000.0
583,2024-06-21,Simran Patel,simran.patel@example.com,West,Mobile Phone,Electronics,4,100000.0
649,2023-02-06,Neha Singh,neha.singh@example.com,West,Mobile Phone,Electronics,5,125000.0
740,2024-08-07,Amit Gupta,amit.gupta@example.com,West,Mobile Phone,Electronics,5,125000.0
775,2024-05-01,Simran Reddy,simran.reddy@example.com,West,Mobile Phone,Electronics,4,100000.0
779,2023-02-20,Simran Patel,simran.patel@example.com,West,Mobile Phone,Electronics,3,75000.0
865,2023-06-12,Neha Sharma,neha.sharma@example.com,West,Mobile Phone,Electronics,2,50000.0
921,2024-04-12,Rahul Gupta,rahul.gupta@example.com,West,Mobile Phone,Electronics,1,25000.0
928,2023-10-14,Amit Reddy,amit.reddy@example.com,West,Mobile Phone,Electronics,4,100000.0
942,2024-03-12,Ravi Sharma,ravi.sharma@example.com,West,Mobile Phone,Electronics,4,100000.0
992,2024-05-04,Neha Singh,neha.singh@example.com,West,Mobile Phone,Electronics,3,75000.0
17,2024-11-07,Karan Verma,karan.verma@example.com,East,Mobile Phone,Electronics,1,25000.0
46,2024-09-22,Priya Sharma,priya.sharma@example.com,East,Mobile Phone,Electronics,5,125000.0
73,2024-04-24,Simran Iyer,simran.iyer@example.com,East,Mobile Phone,Electronics,4,100000.0
229,2024-03-29,Arjun Gupta,arjun.gupta@example.com,East,Mobile Phone,Electronics,3,75000.0
261,2023-05-13,Simran Verma,simran.verma@example.com,East,Mobile Phone,Electronics,2,50000.0
264,2024-11-20,Amit Kumar,amit.kumar@example.com,East,Mobile Phone,Electronics,1,25000.0
285,2024-04-03,Neha Singh,neha.singh@example.com,East,Mobile Phone,Electronics,1,25000.0
289,2023-04-16,Neha Iyer,neha.iyer@example.com,East,Mobile Phone,Electronics,1,25000.0
324,2024-08-12,Simran Mehta,simran.mehta@example.com,East,Mobile Phone,Electronics,4,100000.0
328,2023-12-02,Priya Kumar,priya.kumar@example.com,East,Mobile Phone,Electronics,5,125000.0
340,2024-12-21,Arjun Kumar,arjun.kumar@example.com,East,Mobile Phone,Electronics,4,100000.0
344,2023-02-02,Arjun Patel,arjun.patel@example.com,East,Mobile Phone,Electronics,2,50000.0
373,2023-04-19,Ravi Sharma,ravi.sharma@example.com,East,Mobile Phone,Electronics,3,75000.0
393,2024-11-06,Sneha Sharma,sneha.sharma@example.com,East,Mobile Phone,Electronics,3,75000.0
532,2023-12-15,Neha Singh,neha.singh@example.com,East,Mobile Phone,Electronics,3,75000.0
535,2023-11-09,Arjun Chopra,arjun.chopra@example.com,East,Mobile Phone,Electronics,4,100000.0
541,2024-08-20,Karan Singh,karan.singh@example.com,East,Mobile Phone,Electronics,1,25000.0
545,2023-03-11,Arjun Singh,arjun.singh@example.com,East,Mobile Phone,Electronics,3,75000.0
555,2023-10-17,Priya Kumar,priya.kumar@example.com,East,Mobile Phone,Electronics,5,125000.0
570,2023-11-08,Arjun Chopra,arjun.chopra@example.com,East,Mobile Phone,Electronics,4,100000.0
609,2023-10-26,Neha Sharma,neha.sharma@example.com,East,Mobile Phone,Electronics,4,100000.0
655,2023-09-17,Amit Singh,amit.singh@example.com,East,Mobile Phone,Electronics,2,50000.0
711,2024-05-19,Neha Chopra,neha.chopra@example.com,East,Mobile Phone,Electronics,5,125000.0
720,2024-09-01,Neha Iyer,neha.iyer@example.com,East,Mobile Phone,Electronics,4,100000.0
805,2023-01-10,Simran Sharma,simran.sharma@example.com,East,Mobile Phone,Electronics,2,50000.0
827,2024-06-04,Ravi Sharma,ravi.sharma@example.com,East,Mobile Phone,Electronics,5,125000.0
866,2024-05-09,Arjun Patel,arjun.patel@example.com,East,Mobile Phone,Electronics,4,100000.0
908,2024-05-21,Pooja Singh,pooja.singh@example.com,East,Mobile Phone,Electronics,4,100000.0
918,2024-12-06,Karan Singh,karan.singh@example.com,East,Mobile Phone,Electronics,5,125000.0
951,2024-03-01,Amit Verma,amit.verma@example.com,East,Mobile Phone,Electronics,3,75000.0
958,2023-03-26,Amit Kumar,amit.kumar@example.com,East,Mobile Phone,Electronics,5,125000.0
974,2024-11-16,Ravi Chopra,ravi.chopra@example.com,East,Mobile Phone,Electronics,3,75000.0
60,2024-11-29,Simran Kumar,simran.kumar@example.com,South,Mobile Phone,Electronics,1,25000.0
62,2024-08-12,Rahul Reddy,rahul.reddy@example.com,South,Mobile Phone,Electronics,1,25000.0
92,2024-09-29,Rahul Gupta,rahul.gupta@example.com,South,Mobile Phone,Electronics,5,125000.0
95,2024-08-15,Priya Patel,priya.patel@example.com,South,Mobile Phone,Electronics,2,50000.0
134,2023-03-24,Neha Reddy,neha.reddy@example.com,South,Mobile Phone,Electronics,1,25000.0
214,2024-03-19,Karan Mehta,karan.mehta@example.com,South,Mobile Phone,Electronics,1,25000.0
226,2024-12-28,Priya Reddy,priya.reddy@example.com,South,Mobile Phone,Electronics,2,50000.0
237,2023-10-02,Priya Reddy,priya.reddy@example.com,South,Mobile Phone,Electronics,3,75000.0
254,2024-04-20,Ravi Chopra,ravi.chopra@example.com,South,Mobile Phone,Electronics,5,125000.0
309,2023-07-21,Neha Verma,neha.verma@example.com,South,Mobile Phone,Electronics,5,125000.0
489,2023-04-04,Neha Reddy,neha.reddy@example.com,South,Mobile Phone,Electronics,4,100000.0
511,2024-08-22,Amit Mehta,amit.mehta@example.com,South,Mobile Phone,Electronics,5,125000.0
534,2023-06-07,Amit Singh,amit.singh@example.com,South,Mobile Phone,Electronics,3,75000.0
538,2024-08-23,Sneha Sharma,sneha.sharma@example.com,South,Mobile Phone,Electronics,3,75000.0
568,2024-06-21,Ravi Sharma,ravi.sharma@example.com,South,Mobile Phone,Electronics,1,25000.0
632,2024-10-02,Karan Singh,karan.singh@example.com,South,Mobile Phone,Electronics,4,100000.0
643,2023-02-19,Pooja Chopra,pooja.chopra@example.com,South,Mobile Phone,Electronics,1,25000.0
743,2024-09-02,Pooja Chopra,pooja.chopra@example.com,South,Mobile Phone,Electronics,5,125000.0
776,2024-04-19,Neha Chopra,neha.chopra@example.com,South,Mobile Phone,Electronics,2,50000.0
798,2023-09-12,Rahul Sharma,rahul.sharma@example.com,South,Mobile Phone,Electronics,5,125000.0
814,2024-01-01,Sneha Chopra,sneha.chopra@example.com,South,Mobile Phone,Electronics,3,75000.0
902,2023-04-15,Pooja Singh,pooja.singh@example.com,South,Mobile Phone,Electronics,3,75000.0
917,2024-04-15,Priya Kumar,priya.kumar@example.com,South,Mobile Phone,Electronics,1,25000.0
925,2023-01-20,Sneha Sharma,sneha.sharma@example.com,South,Mobile Phone,Electronics,2,50000.0
153,2023-11-29,Ravi Sharma,ravi.sharma@example.com,North,Mobile Phone,Electronics,4,100000.0
318,2024-04-15,Ravi Sharma,ravi.sharma@example.com,North,Mobile Phone,Electronics,4,100000.0
356,2024-03-14,Sneha Sharma,sneha.sharma@example.com,North,Mobile Phone,Electronics,5,125000.0
467,2024-01-02,Neha Sharma,neha.sharma@example.com,North,Mobile Phone,Electronics,4,100000.0
468,2023-06-09,Simran Iyer,simran.iyer@example.com,North,Mobile Phone,Electronics,3,75000.0
488,2023-12-07,Karan Iyer,karan.iyer@example.com,North,Mobile Phone,Electronics,2,50000.0
561,2023-10-26,Amit Reddy,amit.reddy@example.com,North,Mobile Phone,Electronics,1,25000.0
581,2024-02-06,Neha Reddy,neha.reddy@example.com,North,Mobile Phone,Electronics,5,125000.0
594,2024-07-26,Amit Gupta,amit.gupta@example.com,North,Mobile Phone,Electronics,1,25000.0
840,2023-07-25,Arjun Singh,arjun.singh@example.com,North,Mobile Phone,Electronics,4,100000.0
852,2023-08-08,Rahul Sharma,rahul.sharma@example.com,North,Mobile Phone,Electronics,4,100000.0
872,2023-05-08,Karan Sharma,karan.sharma@example.com,North,Mobile Phone,Electronics,1,25000.0
910,2024-06-07,Priya Iyer,priya.iyer@example.com,North,Mobile Phone,Electronics,5,125000.0
993,2024-09-25,Neha Iyer,neha.iyer@example.com,North,Mobile Phone,Electronics,2,50000.0
3,2024-02-09,Amit Singh,amit.singh@example.com,Central,Headphones,Accessories,30,12000.0
268,2023-03-15,Ravi Iyer,ravi.iyer@example.com,Central,Headphones,Accessories,1,3000.0
284,2024-06-08,Priya Sharma,priya.sharma@example.com,Central,Headphones,Accessories,5,15000.0
317,2023-03-13,Karan Iyer,karan.iyer@example.com,Central,Headphones,Accessories,3,9000.0
332,2024-01-13,Simran Reddy,simran.reddy@example.com,Central,Headphones,Accessories,3,9000.0
360,2024-06-07,Rahul Sharma,rahul.sharma@example.com,Central,Headphones,Accessories,5,15000.0
387,2024-10-31,Priya Sharma,priya.sharma@example.com,Central,Headphones,Accessories,3,9000.0
470,2023-10-15,Ravi Chopra,ravi.chopra@example.com,Central,Headphones,Accessories,1,3000.0
727,2024-03-29,Simran Sharma,simran.sharma@example.com,Central,Headphones,Accessories,5,15000.0
736,2023-10-27,Arjun Chopra,arjun.chopra@example.com,Central,Headphones,Accessories,3,9000.0
739,2023-08-01,Karan Iyer,karan.iyer@example.com,Central,Headphones,Accessories,3,9000.0
768,2024-05-01,Arjun Chopra,arjun.chopra@example.com,Central,Headphones,Accessories,5,15000.0
858,2024-07-04,Karan Verma,karan.verma@example.com,Central,Headphones,Accessories,5,15000.0
930,2023-01-18,Neha Chopra,neha.chopra@example.com,Central,Headphones,Accessories,1,3000.0
49,2023-06-20,Priya Patel,priya.patel@example.com,West,Headphones,Accessories,1,3000.0
55,2024-01-12,Ravi Gupta,ravi.gupta@example.com,West,Headphones,Accessories,5,15000.0
65,2024-11-29,Ravi Sharma,ravi.sharma@example.com,West,Headphones,Accessories,4,12000.0
110,2024-05-07,Arjun Gupta,arjun.gupta@example.com,West,Headphones,Accessories,4,12000.0
154,2023-11-26,Rahul Verma,rahul.verma@example.com,West,Headphones,Accessories,2,6000.0
156,2024-07-27,Sneha Sharma,sneha.sharma@example.com,West,Headphones,Accessories,5,15000.0
194,2024-10-29,Neha Singh,neha.singh@example.com,West,Headphones,Accessories,2,6000.0
287,2023-10-18,Ravi Iyer,ravi.iyer@example.com,West,Headphones,Accessories,4,12000.0
347,2023-09-13,Pooja Verma,pooja.verma@example.com,West,Headphones,Accessories,2,6000.0
359,2024-04-30,Amit Verma,amit.verma@example.com,West,Headphones,Accessories,1,3000.0
398,2023-05-11,Rahul Sharma,rahul.sharma@example.com,West,Headphones,Accessories,1,3000.0
409,2024-03-08,Ravi Chopra,ravi.chopra@example.com,West,Headphones,Accessories,3,9000.0
475,2024-07-28,Neha Kumar,neha.kumar@example.com,West,Headphones,Accessories,3,9000.0
477,2024-12-04,Simran Mehta,simran.mehta@example.com,West,Headphones,Accessories,1,3000.0
510,2024-08-08,Pooja Chopra,pooja.chopra@example.com,West,Headphones,Accessories,4,12000.0
556,2023-10-12,Ravi Iyer,ravi.iyer@example.com,West,Headphones,Accessories,3,9000.0
595,2024-06-06,Amit Reddy,amit.reddy@example.com,West,Headphones,Accessories,5,15000.0
614,2024-03-09,Arjun Chopra,arjun.chopra@example.com,West,Headphones,Accessories,2,6000.0
630,2024-09-25,Neha Kumar,neha.kumar@example.com,West,Headphones,Accessories,1,3000.0
670,2024-08-19,Karan Kumar,karan.kumar@example.com,West,Headphones,Accessories,5,15000.0
688,2024-12-09,Pooja Chopra,pooja.chopra@example.com,West,Headphones,Accessories,3,9000.0
693,2024-06-03,Sneha Sharma,sneha.sharma@example.com,West,Headphones,Accessories,4,12000.0
737,2023-01-19,Amit Singh,amit.singh@example.com,West,Headphones,Accessories,2,6000.0
755,2024-03-18,Simran Gupta,simran.gupta@example.com,West,Headphones,Accessories,4,12000.0
783,2023-08-23,Rahul Gupta,rahul.gupta@example.com,West,Headphones,Accessories,1,3000.0
